claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2408.10146v2_7_T,"BaSnO₃ has a simple cubic perovskite structure with corner-sharing SnO₆ octahedra and perfect 180° O-Sn-O bond angles, which facilitates electron hopping between Sn⁴⁺ ion sites",Supported,2024-08-01,2024-07-01,matteroffact,test,Thin-film semi-conductors; transparent conducting oxides; La:BaSnO3 epitaxial films; oxide electronics; theme_semi-conductors,experimental,qualitative,2408.10146v2,
2408.10146v2_7_F,"BaSnO₃ has a distorted perovskite structure with tilted SnO₆ octahedra and O-Sn-O bond angles of approximately 165°, which impedes electron transport between Sn⁴⁺ sites",Refuted,2024-08-01,2024-07-01,matteroffact,test,Thin-film semi-conductors; transparent conducting oxides; La:BaSnO3 epitaxial films; oxide electronics; theme_semi-conductors,experimental,qualitative,2408.10146v2,
2407.20599v1_12_T,"The Hall coefficient in film-substrate systems has the potential to exhibit a peak due to the cooperative effect, but in practical systems like bismuth on silicon, it changes gradually with thickness ratio.",Supported,2024-07-01,2024-06-01,matteroffact,test,Thin-film semi-conductors; semi-conductors; thermoelectric effects; Nernst effect; anomalous Nernst effect; film-substrate systems; bismuth thin films; doped silicon substrates; theme_semi-conductors,theoretical,qualitative,2407.20599v1,
2407.20599v1_12_F,"The Hall coefficient in film-substrate systems always exhibits a significant peak at a specific thickness ratio, similar to the Nernst coefficient.",Refuted,2024-07-01,2024-06-01,matteroffact,test,Thin-film semi-conductors; semi-conductors; thermoelectric effects; Nernst effect; anomalous Nernst effect; film-substrate systems; bismuth thin films; doped silicon substrates; theme_semi-conductors,theoretical,qualitative,2407.20599v1,
2502.18376v1_11_T,"LaVO₃ thin films accommodate epitaxial strain from DyScO₃ substrates through a combination of lattice parameter changes, octahedral rotation adjustments, and possible lowering of symmetry from orthorhombic to monoclinic.",Supported,2025-02-01,2025-01-01,matteroffact,test,thin-film semi-conductors; perovskite thin films; orthorhombic perovskite; transition metal oxides; LaVO3 thin films; epitaxial oxide heterostructures; structural characterization; electron microscopy; density functional theory; theme_semi-conductors,integrative,qualitative,2502.18376v1,
2502.18376v1_11_F,"LaVO₃ thin films accommodate epitaxial strain from DyScO₃ substrates primarily through the formation of misfit dislocations at the interface, while maintaining bulk-like lattice parameters and octahedral rotations.",Refuted,2025-02-01,2025-01-01,matteroffact,test,thin-film semi-conductors; perovskite thin films; orthorhombic perovskite; transition metal oxides; LaVO3 thin films; epitaxial oxide heterostructures; structural characterization; electron microscopy; density functional theory; theme_semi-conductors,integrative,qualitative,2502.18376v1,
2502.03739v1_6_T,"CrSBr bilayers with antiferromagnetic ordering show consistent indirect band gaps of approximately 1.2 eV across all stacking patterns, while ferromagnetic ordering results in variable band gaps ranging from 1.03 eV to 1.18 eV depending on the stacking pattern.",Supported,2025-02-01,2025-01-01,matteroffact,test,semi-conductors; two-dimensional magnetic semiconductors; van der Waals layered materials; CrSBr bilayers; magnetism; lattice thermal conductivity; optical properties; theme_semi-conductors,code/simulation,quantitative,2502.03739v1,
2502.03739v1_6_F,"CrSBr bilayers with antiferromagnetic ordering show highly variable indirect band gaps ranging from 0.8 eV to 1.5 eV across different stacking patterns, while ferromagnetic ordering results in consistent band gaps of approximately 1.1 eV regardless of stacking pattern.",Refuted,2025-02-01,2025-01-01,matteroffact,test,semi-conductors; two-dimensional magnetic semiconductors; van der Waals layered materials; CrSBr bilayers; magnetism; lattice thermal conductivity; optical properties; theme_semi-conductors,code/simulation,quantitative,2502.03739v1,
2501.00561v1_13_T,"A distinct chromium-related emission spectrum with the same zero-phonon line energy but different phonon sideband structure can be observed in certain regions of β-Ga₂O₃ crystals, particularly near the edges.",Supported,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; quantum defects; chromium impurities in Ga2O3; theme_semi-conductors,experimental,qualitative,2501.00561v1,
2501.00561v1_13_F,All regions of β-Ga₂O₃ crystals show identical chromium-related emission spectra with no variations in the phonon sideband structure across the sample.,Refuted,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; quantum defects; chromium impurities in Ga2O3; theme_semi-conductors,experimental,qualitative,2501.00561v1,
2412.15784v1_14_T,Potential barriers at grain boundaries in polysilicon form due to trapping states that capture charge carriers and neutralize dopant atoms,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; polysilicon; grain size distribution; resistivity modeling; theme_semi-conductors,theoretical,qualitative,2412.15784v1,
2412.15784v1_14_F,Potential barriers at grain boundaries in polysilicon form due to accumulation of excess dopant atoms rather than trapping states,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; polysilicon; grain size distribution; resistivity modeling; theme_semi-conductors,theoretical,qualitative,2412.15784v1,
2412.02600v1_15_T,The optical absorption onset of the R-3m polymorph of MgZrN2 (2.0 eV) is higher than that of the Fm-3m polymorph (1.8 eV) previously reported from thin film studies.,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; ternary nitrides; ion exchange synthesis; metastable semiconductors; theme_semi-conductors,integrative,quantitative,2412.02600v1,
2412.02600v1_15_F,The optical absorption onset of the R-3m polymorph of MgZrN2 (1.5 eV) is lower than that of the Fm-3m polymorph (1.8 eV) previously reported from thin film studies.,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; ternary nitrides; ion exchange synthesis; metastable semiconductors; theme_semi-conductors,integrative,quantitative,2412.02600v1,
2411.16279v1_0_T,Silver chalcohalide antiperovskites exhibit a giant band gap reduction of 20-60% near room temperature relative to their zero-temperature values.,Supported,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; electron-phonon coupling; chalcohalide antiperovskites; optoelectronic properties; band-gap renormalization; theme_semi-conductors,code/simulation,quantitative,2411.16279v1,
2411.16279v1_0_F,Silver chalcohalide antiperovskites exhibit a modest band gap reduction of 5-10% near room temperature relative to their zero-temperature values.,Refuted,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; electron-phonon coupling; chalcohalide antiperovskites; optoelectronic properties; band-gap renormalization; theme_semi-conductors,code/simulation,quantitative,2411.16279v1,
2412.05273v1_6_T,The disorder parameter δ in Cd3As2 samples with carrier densities between 2.9×10^16 cm^-3 and 5.8×10^16 cm^-3 has a consistent value of approximately 0.32 T^-1/2.,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; topological semimetals; quasi-quantum Hall effect; Coulomb disorder; Cd3As2 Dirac semimetal; theme_semi-conductors,experimental,quantitative,2412.05273v1,
2412.05273v1_6_F,The disorder parameter δ in Cd3As2 samples with carrier densities between 2.9×10^16 cm^-3 and 5.8×10^16 cm^-3 varies significantly from approximately 0.1 T^-1/2 to 0.5 T^-1/2.,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; topological semimetals; quasi-quantum Hall effect; Coulomb disorder; Cd3As2 Dirac semimetal; theme_semi-conductors,experimental,quantitative,2412.05273v1,
2404.13293v1_15_T,"Experimental measurement of the Rashba effect in GeTe thin films with domain walls is challenging because ARPES requires resolving quasi-degenerate bands and has limited access to the bottom layer, while transport measurements only detect the net Rashba effect.",Supported,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; ferroelectric Rashba semiconductors; ferroelectric switching; Rashba effect; GeTe thin films; theme_semi-conductors,theoretical,qualitative,2404.13293v1,
2404.13293v1_15_F,"Experimental measurement of the Rashba effect in GeTe thin films with domain walls is straightforward because ARPES can easily distinguish between bands from different layers, and transport measurements directly reveal the individual Rashba coefficients.",Refuted,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; ferroelectric Rashba semiconductors; ferroelectric switching; Rashba effect; GeTe thin films; theme_semi-conductors,theoretical,qualitative,2404.13293v1,
2404.13959v1_17_T,The modeling approach developed for 3D topological insulator nanostructures is versatile and suitable for accurate simulations of realistic topological material-based nanoelectronic devices and for studying hybrid devices that include superconductivity.,Supported,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; topological insulators; three-dimensional topological insulator nanostructures; Bi2Se3 family materials; topological surface states; thin-film limit; nanoelectronic device modeling; theme_semi-conductors,integrative,qualitative,2404.13959v1,
2404.13959v1_17_F,The modeling approach developed for 3D topological insulator nanostructures is limited to specific geometries and unsuitable for simulations of realistic topological material-based nanoelectronic devices or for studying hybrid devices that include superconductivity.,Refuted,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; topological insulators; three-dimensional topological insulator nanostructures; Bi2Se3 family materials; topological surface states; thin-film limit; nanoelectronic device modeling; theme_semi-conductors,integrative,qualitative,2404.13959v1,
2502.03739v1_14_T,"The frequencies of low-frequency optical phonon modes at the Γ point in CrSBr bilayers decrease systematically with changes in stacking pattern, with the lowest frequencies being 0.62, 0.34, 0.31, and 0.20 THz for the AA-0, AA-1, AB-0, and AB-1 structures, respectively.",Supported,2025-02-01,2025-01-01,matteroffact,test,semi-conductors; two-dimensional magnetic semiconductors; van der Waals layered materials; CrSBr bilayers; magnetism; lattice thermal conductivity; optical properties; theme_semi-conductors,code/simulation,quantitative,2502.03739v1,
2502.03739v1_14_F,"The frequencies of low-frequency optical phonon modes at the Γ point in CrSBr bilayers increase systematically with changes in stacking pattern, with the lowest frequencies being 0.20, 0.30, 0.40, and 0.60 THz for the AA-0, AA-1, AB-0, and AB-1 structures, respectively.",Refuted,2025-02-01,2025-01-01,matteroffact,test,semi-conductors; two-dimensional magnetic semiconductors; van der Waals layered materials; CrSBr bilayers; magnetism; lattice thermal conductivity; optical properties; theme_semi-conductors,code/simulation,quantitative,2502.03739v1,
2403.14215v1_4_T,"The average ferromagnetic moment per manganese atom in Mn₅(Si_xGe_1-x)₃ thin films decreases from 2.33 μB/Mn at x=0 to 0.05 μB/Mn at x=1, with a significant drop occurring at silicon concentrations above x=0.4",Supported,2024-03-01,2024-02-01,matteroffact,test,thin-film semi-conductors; magnetic thin films; epitaxial growth; Mn5(SixGe1-x)3 alloys; spintronics materials; magnetism in intermetallic compounds; theme_semi-conductors,experimental,quantitative,2403.14215v1,
2403.14215v1_4_F,The average ferromagnetic moment per manganese atom in Mn₅(Si_xGe_1-x)₃ thin films remains constant at approximately 2.3 μB/Mn across all silicon concentrations from x=0 to x=1,Refuted,2024-03-01,2024-02-01,matteroffact,test,thin-film semi-conductors; magnetic thin films; epitaxial growth; Mn5(SixGe1-x)3 alloys; spintronics materials; magnetism in intermetallic compounds; theme_semi-conductors,experimental,quantitative,2403.14215v1,
2409.01450v1_7_T,Bilayer two-dimensional perovskite systems exhibit greater energetic stability than their corresponding monolayer systems due to reduced quantum confinement effects,Supported,2024-09-01,2024-08-01,matteroffact,test,Thin-film semi-conductors; 2D perovskites; organic cation passivation; perovskite solar cells; density functional theory; theme_semi-conductors,theoretical,qualitative,2409.01450v1,
2409.01450v1_7_F,Monolayer two-dimensional perovskite systems exhibit greater energetic stability than their corresponding bilayer systems due to enhanced quantum confinement effects,Refuted,2024-09-01,2024-08-01,matteroffact,test,Thin-film semi-conductors; 2D perovskites; organic cation passivation; perovskite solar cells; density functional theory; theme_semi-conductors,theoretical,qualitative,2409.01450v1,
